,content,sentiment,value
1915,Awesome! Syncs could be faster though. Habits take too much time to sync and some completed tasks on the laptop sync very late sending a barrage of unnecessary notifications on the phone or vise versa. Amazing response time of support and dev teams,Positive,1
1916,Very nice app...👌👌👌,Positive,1
1917,Very nice and easy.,Positive,1
1918,Thank you next,Positive,1
1919,Easy to use. Has really helped me organise and reach my goals. I wish there was more customisation options for maybe one off payments rather than monthly for premium but even the non-premium version is great.,Positive,1
1920,Best todo app,Positive,1
1921,The best productivity app of all time!!!!!,Positive,1
1922,TickTick is making me more productive. A writen task is done task for me,Negative,0
1923,I am very setisfied with your work. Just add one new feature that has a switch on off tap to pause the remainder of any task any time. For example if i make a task of yoga daily. Then i can turn off the task for some time and then turn it on later.,Negative,0
1924,Works perfectly and suits my needs.,Positive,1
1925,Voice alret only missing,Negative,0
1926,This app doesn't have a background music which makes it not like a game at all. No music doesn't make me interested at all. Put like a doom soundtrack or at least something :(,Positive,1
1927,Recent update has so many bugs. Tasks and habits will be gone upon first opening the app. I have to restart the app every time I want to do something. Save and delete buttons are the same color as the banner or gone entirely. I love this game but I'm about to be done after this update. 🙁,Positive,1
1928,👎,Negative,0
1929,How do I save changes to dailies(I have a ton of subtasks I curate as I hone in my routines) The save confirm button is gone! Also the app feels so different than the last version and it's a shock but that's par for the course with updates.,Positive,1
1930,"It won't let me set a username. Just says ""username already taken"" even if I type in a random string of letters/numbers",Negative,0
1931,Didn't feel like a game,Positive,1
1932,Can't open app after the new update.,Negative,0
1933,this is maybe what radicalizes people into anchro-primitivists,Negative,0
1934,Couldnt sign up . No passwords accepted,Negative,0
1935,Tutorial suddenly stopped and I couldn't complete it.,Negative,0
1936,Absolute mess of an app,Negative,0
1937,Too damned complicated to even keep up with. A video game hub is more organized and simplified than this.,Negative,0
1938,Crashes,Negative,0
1939,I cant Register on this app. It always says 'server connection lost '.,Negative,0
1940,"What is going on? The app says ""server connection lost""",Negative,0
1941,It's been months and I still cannot delete this one habit. It will not delete and nothing I've been sent has been helpful to figure out why. About ready to find a different app cause it's driving me nuts.,Negative,0
1942,can somebody tell me why the heck wud this app wanna hv accesss to my gmail account???,Negative,0
1943,I have just downloaded this app and I can't register. Is there a reason for that?,Negative,0
1944,I can't download it to my phone,Negative,0
1945,Y doesn't the reminder work!!! I m trying m trying changed all my settings according to this and it doesn't work at all it doesn't remind me i tried and set a particular time and i was waiting but it didn't i m fed up really this made me more anger than ever🤧🥵😶😶😶😶😑😑😑,Negative,0
1946,the app's interfere is really irritating it's already sets meaningless things for you in infine order,Negative,0
1947,"Have to register and the app doesn't even work. Nothing happens when you press ""let's start"".",Negative,0
1948,Can no longer add tasks to challenges. Data won't save. Rubbish app.,Positive,1
1949,Unable to download it beyond 78% even as other apps download in a second,Negative,0
1950,Waste of time. Unhelpful and unmotivating.,Negative,0
1951,Kept bugging out trying to register/log in,Negative,0
1952,Too many errors,Negative,0
1953,Buggy as all hell. The advertisement is right. It gamifies tasks... But that's it. No tracking history of your habits. Inaccurate as all hell. Worst of all is you can't delete your account. They'll forever keep your data. I'm sure that's illegal in parts of this country and around the world. Definitely don't use your real email to sign up to test it out.,Negative,0
1954,Stopped,Negative,0
1955,"Can't even start it properly. Just says ""Path 'profile.name' is required.""",Negative,0
1956,Unfortunately i can not sign up or sign in. By google account or email. I tried a lot. From iran,Negative,0
1957,Mandatory registration,Positive,1
1958,Cant see my character,Negative,0
1959,App has no images on S10+ and is completely unusuable,Negative,0
1960,I was looking forward to using this app. But it wont even let me pick out an avatar. Things just go blank on the app and tells me I'm missing information when I clearly am not. What a bummer,Positive,1
1961,App has many bugs. 1. Start screen doesn't display first 3 slides. User creating is totally not functional. I'm using both Android 9 and Android 10 same bugs.,Positive,1
1962,"The first 2 slides are black and I can't see character in the character creation. Some message saying ""path 'profile' required habitica...i hope this gets fix soon. Until then I I'll wait.",Positive,1
1963,Wont let me change my appearance so I'm stuck as a black female. The user interface is very poorly designed,Negative,0
1964,Completely unusable on Android right now. Everything is blank or not loading. Downloaded and deleted right away which is unfortunate because it looked like something I'd be really interested in.,Positive,1
1965,The app is broken right now. Downloaded today to try it out and the first two slides were blank. Character creation is all blank. Unfortunately deleted but was looking forward to trying. This has been catalogued by others. When its fixed I'll try again but so far it seems that this app is only really properly supported for iPhone users. (I have a Samsung S9),Negative,0
1966,"App broken, don't bother. Like many many other reviewers, this app is totally broken and defunct on Android devices and specifically Galaxy S10 / Note 10 devices. It seems the developer response to all of those reviews is ""please report a bug"" but this has now been an issue for months that they haven't looked into fixing despite dozens of notifications from users that their app is broken. I have instead now downloaded an app by another developer which actually works. I will not be back.",Negative,0
